"JID","annotation_priority","contract_price_selected","contract_score","delay_days_selected","delay_score","claimed_penalty_selected","claimed_score","allowed_penalty_selected","allowed_score","is_reduced","ratio_valid"
"TPDV,111,建,296,20230531,2","","3500000","12","4","1","979385","21","1534","27","1","1"
"TCDV,110,建,98,20230825,1","","2534595","20","7","12","2534595","6","487980","19","1","1"
"SCDV,112,訴,103,20231213,1","","47800000","5","28","12","93167","7","464705","2","0","0"
"TPHV,111,建上更二,12,20240528,1","","53060001","20","28","1","11841735","6","1671588","27","1","1"
"SCDV,112,建,33,20250505,1","","95000000","7","20","13","95000000","21","4750000","27","1","1"
"TPHV,111,建上,7,20220830,1","","426400","12","281","12","426400","21","229770","22","1","1"
"TPSV,109,台上,2752,20230216,1","","7089365","5","111","7","21417873","15","21417873","27","0","1"
"TPHV,110,重上,439,20230926,1","","19871358","0","25","13","6915419","6","6099","22","1","1"
"TPDV,112,建,24,20250430,1","","3190000","20","31","13","191400","21","191400","27","0","1"
"TPDV,113,建,248,20260108,2","","3330000","0","","","990651","6","695717","14","1","1"
"TPSV,110,台上,1120,20211230,1","","2946720","-3","26","18","2946720","15","2946720","27","0","1"
"TYDV,111,建,72,20221230,2","","1151287","12","40","12","17096615","21","17096615","27","0","1"
"TPSV,112,台上,2737,20240530,1","","2999990","20","18","13","88575000","21","86451686","27","1","1"
"CHDV,113,建,16,20250331,1","","5300000","12","15","-5","130000","13","6500","27","1","1"
"TPSV,109,台上,3082,20211110,1","","8257516","20","26","13","9873500","21","8776530","22","1","1"
"TPHV,111,建上,48,20250916,1","","61881175","0","334","1","23328050","15","23328050","27","0","1"
"TCHV,108,建上,14,20210105,1","","3463255","20","126","18","11619868","21","4127827","27","1","1"
"TPHV,110,建上,57,20230530,1","","3610000","0","31","7","2129777","21","2129777","27","0","1"
"TPSV,112,台上,1619,20240730,1","","","","","","","","","","1","0"
"TCDV,105,建,107,20210625,1","","14000000","20","3","10","1500000","21","1500000","27","0","1"
"TPHV,109,重上,577,20220426,1","","5644831","15","7","12","518634","21","120979","22","1","1"
"PCDV,113,建,39,20250225,1","","","","50","1","2890300","-2","","","1","0"
"TPDV,112,建,123,20250430,1","","","","43","7","1918162","21","1918162","27","0","1"
"TPDV,106,建,356,20210429,1","","6805755","20","272","7","6805755","21","1808620","27","1","1"
"CYDV,112,建,3,20230908,1","","19065000","15","45","1","1575000","21","1575000","27","0","1"
"TPDV,112,建,276,20240129,1","","1315000","20","10","13","1310005","6","548000","27","1","1"
"TPHV,111,建上,20,20240618,3","","52036006","0","15","7","20289064","21","20289064","27","0","1"
"TPDV,112,建,295,20241114,1","","10857000","0","198","7","1305700","13","1305700","22","0","1"
"TPSV,114,台上,686,20251210,1","","64720000","15","145","6","17965319","21","6472000","27","1","1"
"ULDV,112,訴,596,20241018,1","","7270116","20","30","7","20771","7","3450","22","1","1"
"SCDV,109,建,40,20230721,1","","12000000","20","14","13","6491049","6","1434656","22","1","1"
"TPHV,110,建上更一,3,20220322,1","","","","15","7","719940","15","719940","22","0","1"
"TPDV,113,建,114,20250123,1","","98077994","20","159","12","98077994","21","51113142","22","1","1"
"CYDV,112,建,19,20250716,3","","28523","15","13","7","1918458","21","142615","27","1","1"
"TPHV,108,重上,954,20210407,1","","49717400","20","142","12","63832408","21","63832408","27","0","1"
"TCDV,111,建,71,20230328,1","","1111350","-3","19","13","1111350","21","1111350","27","0","1"
"CTDV,111,建,12,20240430,1","","","","16","7","1644217","15","1644217","14","0","1"
"KSDV,112,訴,1155,20240527,2","","176000","0","3","10","361399","21","30000","27","1","1"
"KSDV,113,建,23,20250205,1","","5508000","20","15","18","2065500","21","1528000","22","1","1"
"TYDV,108,建,36,20220817,2","","656000","0","31","-5","4656000","13","656000","22","1","1"
"TPHV,110,上,971,20230307,1","","6195000","5","1","10","1488266","21","1488266","27","0","1"
"KLDV,111,重訴,48,20231013,2","","","","","","1000000","21","1000000","27","0","1"
"TCDV,110,建,90,20240726,1","","3917500","20","432","7","3631500","21","3631500","27","0","1"
"SLDV,112,建,24,20250725,1","","1135029","12","26","1","2040465","15","2040465","27","0","1"
"TPDV,110,建,103,20251003,1","","3816000","20","1000","12","456158","6","456158","22","0","1"
"KSHV,108,建上,1,20251231,1","","64500000","0","365","7","64500000","6","28990199","27","1","1"
"TPDV,110,建,199,20231031,1","","16857000","20","162","7","1076286","7","543511","22","1","1"
"TPSV,113,台上,486,20240418,1","","20865507","5","28","13","5750000","21","5230756","27","1","1"
"TPDV,112,建,285,20250225,2","","43575","5","41","1","1025000","15","243575","27","1","1"
"TPHV,113,上,103,20260311,2","","22785000","12","83","12","8935793","6","4820009","27","1","1"
"KSDV,108,建,71,20210607,1","","6779592","12","245","12","6779592","15","1661000","22","1","1"
"TPHV,110,重上,153,20211109,1","","","","49","18","10758000","15","10758000","22","0","1"
"TPHV,110,上易,553,20221227,1","","2268000","20","1","10","2212000","21","2212000","27","0","1"
"KSHV,107,建上,27,20230329,3","","3700000","12","15","12","3700000","15","2460025","22","1","1"
"TPSV,111,台上,1091,20230927,1","","6000","12","42","12","38175393","21","38175393","8","0","1"
"TPSV,113,台上,360,20240425,1","","89000000","12","693","6","12117361","7","11451345","27","1","1"
"TPSV,113,台上,1804,20241225,1","","52036006","0","","","11005418","21","11005418","27","0","1"
"TCDV,113,建,57,20250715,1","","7849355","0","27","7","11810000","21","11810000","27","0","1"
"TCHV,108,建上更一,10,20210623,1","","3060000","0","95","18","14869652","6","14869652","22","0","1"
"TPDV,112,建,264,20241230,1","","4500000","0","29","7","2269500","15","549302","14","1","1"
"TPHV,113,建上,37,20251217,2","","29217178","5","31","1","3784728","6","3784728","22","0","1"
"TPHV,109,上更一,198,20211215,1","","","","50","12","885250","-2","","","1","0"
"TNDV,113,建,82,20250416,1","","1785000","20","25","13","2755259","21","1785000","27","1","1"
"TPSV,109,台上,2416,20210317,1","","20126600","-3","28","-5","2173450","21","6600","27","1","1"
"KLDV,108,重訴,52,20210305,1","","14903490","-8","25","6","8152376","21","8152376","19","0","1"
"KMHV,109,重上,3,20210520,1","","","","62","1","10898292","21","10898292","27","0","1"
"TPDV,111,建,98,20231031,1","","43037085","20","6","13","67383779","21","3966089","22","1","1"
"KSHV,112,建上,27,20241113,1","","2553295","0","50","12","2553295","21","2553295","22","0","1"
"TCDV,107,建,54,20210409,2","","3887600","5","160","1","854000","6","670700","22","1","1"
"TPDV,110,建,108,20240531,1","","12438707","0","62","7","11354400","21","1186518","22","1","1"
"SLDV,112,建,26,20241129,1","","2083250","20","24","13","2083250","15","325000","22","1","1"
"HLDV,112,重訴,9,20250331,1","","","","23","7","6730000","21","","","1","0"
"TCDV,111,建,150,20240424,1","","2142000","5","64","7","137088","15","2600","27","1","1"
"TPSV,113,台上,391,20240627,1","","34105976","12","360","1","83856029","21","83856029","27","0","1"
"CTDV,112,建,7,20240131,1","","","","28","1","830000","6","","","1","0"
"TCHV,110,建上,61,20220615,2","","45120000","20","100","6","5493151","6","5493151","22","0","1"
"KSDV,110,訴,716,20221013,1","","8214869","20","","","3018964","6","15000","27","1","1"
"TPDV,111,訴,3694,20230630,1","","3000","0","17","-5","2337295","21","2337295","27","0","1"
"PCDV,113,建,68,20251031,1","","2800000","12","16","13","2800000","13","2161050","27","1","1"
"TPSV,110,台上,376,20210317,1","","2804560","0","28","1","4803000","21","3543729","27","1","1"
"MLDV,110,建,5,20221130,1","","42000000","20","30","7","1700000","15","237346","22","1","1"
"PCDV,110,訴,2429,20230427,1","","1155000","0","45","7","1150050","6","747553","22","1","1"
"TPDV,111,建,272,20231221,2","","1760000","5","405","7","898133","13","489825","27","1","1"
"TYDV,112,建,45,20240131,1","","4620000","12","100","7","4620000","21","132000","22","1","1"
"TCDV,112,建,95,20240809,1","","11278711","15","8","1","4606239","6","4606239","22","0","1"
"HLDV,112,重訴,43,20241231,1","","","","1","10","245000","21","245000","22","0","1"
"CYDV,110,建,19,20211105,1","","22800000","15","294","7","22800000","21","16209600","22","1","1"
"TYDV,110,重訴,213,20220329,1","","5775616","5","","","68000000","15","68000000","19","0","1"
"TPSV,111,台上,1396,20220630,1","","89565988","0","15","-5","89565988","15","89565988","27","0","1"
"TPHV,111,建上,19,20230110,1","","868585","20","17","7","2647963","6","2214000","22","1","1"
"TPHV,109,建上,28,20240206,1","","3710007","5","18","-5","3248061","15","5930","27","1","1"
"TYDV,112,建,74,20240617,1","","9111386","5","17","7","1321153","21","1234800","27","1","1"
"TPHV,113,重上,451,20250917,3","","5017678","0","10","6","2184000","21","7678","22","1","1"
"TPSV,111,台上,2106,20221005,1","","9850006","0","29","7","21702020","21","21702020","27","0","1"
"TPSV,111,台上,1148,20230308,1","","15000","15","64","12","2791972","15","1188833","27","1","1"
"KSDV,110,訴,591,20241011,3","","23000","5","20","18","14030997","13","4631626","22","1","1"
"KSHV,108,建上,11,20210331,1","","3018589","0","204","7","7591360","6","1803488","22","1","1"
"TPDV,109,重訴,759,20210318,1","","","","","","","","","","1","0"
"KMDV,110,建,1,20211130,1","","167999999","20","90","1","187068493","21","9060464","22","1","1"
"NTDV,108,建,19,20220331,1","","2390000","20","60","7","450000","21","317870","27","1","1"
"TCDV,110,建,158,20230407,3","","712424","20","1","10","264400","21","67850","27","1","1"
"TCHV,108,建上,81,20240409,1","","83321305","20","27","7","74367260","6","906078","27","1","1"
"SCDV,112,建,32,20250918,1","","4194600","20","19","1","4194600","21","4194600","27","0","1"
"TPHV,109,上,1519,20230426,1","","12350142","12","7","7","12350142","21","8691554","22","1","1"
"TCDV,108,建,161,20230616,2","","1043600000","5","639","6","24485622","6","20905622","22","1","1"
"TPSV,111,台上,2327,20240125,1","","5058801","0","31","7","169345","21","126000","22","1","1"
"TNDV,112,建,44,20240809,1","","3000000","20","","","3000000","21","1784655","22","1","1"
"TCDV,108,建,49,20241017,1","","10162650","5","","","37033338","6","11204630","27","1","1"
"KSDV,111,建,33,20250312,1","","1434820","20","5","13","548967","21","181110","22","1","1"
"TPDV,114,訴,328,20260226,4","","","","235","12","4560","21","4560000","7","0","0"
"TCDV,110,建,153,20220512,1","","368369","0","21","-5","962027","6","368369","22","1","1"
"TPHV,111,重上更二,147,20230524,1","","","","","","3450000","21","3450000","22","0","1"
"TCHV,110,建上,18,20230503,2","","10110950","20","22","7","994400","15","994400","27","0","1"
"TNDV,114,建,41,20250909,1","","","","1","10","","","","","1","0"
"TPSV,114,台上,1068,20251119,1","","235041","12","31","13","37164202","15","3327","22","1","1"
"TPHV,114,重上,176,20260318,1","","18987159","0","1","11","13280623","6","13280623","22","0","1"
"TPHV,110,上易,751,20211214,1","","28144434","5","","","","","","","1","0"
"TPHV,110,上,814,20230621,2","","19600000","0","7","13","3920000","21","2192109","22","1","1"
"KSDV,110,建,51,20230606,1","","76266425","0","2","-2","3848321","21","3848321","27","0","1"
"HLDV,110,建,18,20240731,1","","1700000","20","1","10","1700000","13","732183","22","1","1"
"TPSV,112,台上,1804,20241113,1","","","","480","7","19514250","21","19514250","27","0","1"
"ILDV,113,建,7,20250122,1","","1658136","20","25","13","1702316","21","1702316","27","0","1"
"HLHV,113,建上更二,2,20250521,1","","20900000","20","297","12","4173101","21","1119124","27","1","1"
"TNHV,112,建上,28,20251217,1","","6187114","0","45","1","5208864","13","4920457","27","1","1"
"TPHV,110,上更一,140,20220412,1","","","","","","","","","","1","0"
"TYDV,111,建,27,20230630,1","","6580000","20","30","1","6580000","21","282397","27","1","1"
"TNHV,112,建上,4,20230823,1","","21990847","20","","","3443140","15","3443140","27","0","1"
"TCDV,110,建,149,20240205,1","","5292000","15","30","-5","2646000","21","195804","22","1","1"
"TCHV,111,建上更一,80,20240730,1","","19327065","0","30","7","19327065","6","19327065","22","0","1"
"TPHV,109,建上,77,20210331,1","","64355892","0","49","7","452","21","38842058","2","0","0"
"TYDV,107,建,60,20210604,1","","6670373","0","","","2020373","21","2020373","22","0","1"
"TPHV,110,重上,714,20240423,2","","28073411","20","2","5","79360532","6","37106113","27","1","1"
"TPDV,113,訴,3315,20250221,1","","5800000","-3","247","12","272600","21","","","1","0"
"TPHV,109,上,1607,20220427,2","","3147310","0","26","7","2370000","21","1900000","22","1","1"
"TPDV,109,建,350,20221024,1","","","","23","-5","6979000","6","1070780","22","1","1"
"TPSV,112,台上,2642,20240814,1","","5315636","0","227","12","2179200","15","2990","22","1","1"
"KMDV,112,建,3,20250529,1","","43587550","20","10","1","1184174","21","1184174","27","0","1"
"TTDV,114,建,8,20251016,2","","","","16","7","","","","","1","0"
"TPDV,110,建,124,20251110,3","","89912508","20","27","7","89912508","21","89912508","22","0","1"
"KSDV,112,建,8,20251209,1","","1079486","5","111","12","33200000","15","5000000","27","1","1"
"TYDV,109,建,47,20211105,2","","2200007","20","20","1","763060","21","763060","27","0","1"
"TPHV,111,上,722,20231107,1","","1041560","12","31","7","1041560","21","129000","22","1","1"
"TPDV,111,建,132,20231130,1","","418500","12","1","5","418500","21","166500","22","1","1"
"TCDV,110,建,97,20240412,2","","","","23","1","3517500","21","3517500","27","0","1"
"CYDV,111,建,7,20251021,2","","","","15","7","1292000","21","900905","14","1","1"
"TPHV,109,建上,57,20220531,1","","2600000","20","131","7","432228","6","432228","22","0","1"
"SCDV,108,建,35,20210616,1","","8910802","20","92","7","7742589","21","4098969","27","1","1"
"CHDV,109,重訴,120,20210603,1","","","","","","200000","6","200000","22","0","1"
"TPHV,106,建上,53,20220315,1","","3253140","0","1","10","1820007","21","715926","22","1","1"
"KSDV,108,建,37,20220516,2","","15000","5","14","7","790000","21","651368","22","1","1"
"TCHV,111,重上,270,20230621,1","","","","30","0","64176370","21","64176370","27","0","1"
"TCHV,112,建上更一,23,20231017,1","","45120000","20","100","1","5493151","21","5493151","22","0","1"
"SCDV,103,建,6,20210311,3","","13125000","5","28","7","4678842","21","4207081","22","1","1"
"TYDV,109,建,146,20220301,1","","4750000","5","8","7","2132829","6","2132829","22","0","1"
"PHDV,109,建,1,20230731,1","","558101","5","50","7","2553295","21","558101","22","1","1"
"TPSV,110,台上,3300,20230810,1","","13268771","0","31","13","13268771","21","13268771","27","0","1"
"PCDV,109,建,63,20240731,4","","10974374","20","523","7","3314869","6","16037","27","1","1"
"TPSV,109,台上,3230,20210106,1","","","","30","7","858122","6","858122","27","0","1"
"KSDV,109,建,80,20210622,1","","10828120","5","63","7","2575911","15","2575911","22","0","1"
"TCDV,109,建,93,20220307,1","","64837500","0","3","-7","64837500","6","64837500","22","0","1"
"TPDV,111,建,158,20230907,1","","8362080","5","91","7","1672416","13","1672416","27","0","1"
"TCDV,112,建,40,20231229,1","","","","","","6844665","21","2352983","27","1","1"
"SCDV,110,重訴,167,20240726,1","","","","15","7","18987159","6","18987159","22","0","1"
"TPHV,108,建上更二,11,20241220,2","","3189365","5","1","10","60000000","6","17617586","22","1","1"
"TCDV,108,建,139,20210128,1","","50000","20","14","13","1480100","6","1126450","27","1","1"
"TPDV,108,建,332,20210507,2","","13321181","20","80","12","17593810","6","1980516","22","1","1"
"TYDV,110,建,87,20220325,1","","35498741","20","314","7","3352225","21","9965","22","1","1"
"KSHV,110,建上,8,20220330,1","","1620560","20","31","1","1809946","21","1333436","27","1","1"
"TPHV,108,建上,49,20231121,1","","96038696","0","720","6","5256715","21","1275202","22","1","1"
"TPSV,114,台上,90,20250220,1","","45712000","0","20","7","8983044","15","","","1","0"
"TPHV,110,建上,35,20240318,1","","13321181","20","80","7","13232406","6","6360002","22","1","1"
"CHDV,111,建,52,20241107,1","","9563400","5","","","1434510","21","1434510","27","0","1"
"TPSV,110,台上,2931,20220309,1","","1138540","5","12","0","1508196","7","689752","27","1","1"
"TCDV,107,重訴,137,20220729,2","","","","","","","","","","1","0"
"TPSV,111,台上,28,20231123,1","","3175369","0","13","-5","3175369","21","3175369","22","0","1"
"TPSV,112,台上,2519,20240717,1","","55863486","0","274","18","10028320","21","10028320","27","0","1"
"TPHV,114,上,793,20251230,1","","11054243","20","1","10","1658136","21","","","1","0"
"KSHV,109,建上,37,20230118,2","","1149378261","20","31","1","133886811","21","33644918","22","1","1"
"TYDV,111,建,76,20230328,1","","","","","","","","180000","14","1","0"
"KSHV,112,建上,26,20240207,1","","974358","0","","","260893","21","260893","27","0","1"
"TPSV,111,台上,1611,20240418,1","","38576000","0","818","12","13250665","15","5719361","27","1","1"
"KSHV,113,重上,111,20250117,1","","175940000","20","24","13","0","15","0","22","0","0"
"KMDV,109,訴,116,20210528,1","","181940","5","16","7","844880","6","844880","14","0","1"
"KSDV,109,建,31,20230220,1","","4775000","20","23","7","8106721","15","880000","22","1","1"
"TYDV,111,建,144,20231108,1","","","","13","7","1300000","6","1300000","27","0","1"
"TPHV,111,上易,1205,20250212,3","","805714","5","5","-5","488528","21","488528","27","0","1"
"TPHV,110,上,869,20220727,1","","10400000","20","189","12","2162349","21","1705709","22","1","1"
"PCDV,112,訴,2614,20241231,1","","2385000","20","12","1","530000","15","239799","27","1","1"
"TPSV,112,台上,987,20250219,1","","16640162","12","336","12","16641626","15","16640162","27","1","1"
"CYDV,114,訴,684,20251030,1","","","","","","","","","","1","0"
"TPDV,110,建,34,20230118,1","","2150000","20","19","7","2150000","6","2150000","22","0","1"
"TNDV,110,建,8,20230621,1","","4605530","0","26","7","73300000","6","4605530","22","1","1"
"TPHV,110,重上,300,20241217,1","","16304752","0","","","9198968","21","9198968","27","0","1"
"TPSV,114,台上,1813,20260312,1","","20865507","20","215","18","4173101","21","2308791","27","1","1"
"TPHV,110,建上,21,20220607,1","","25988160","-3","30","13","25988160","21","2959369","22","1","1"
"TCHV,109,建上,91,20210525,1","","37743779","15","","","3406288","21","3095831","22","1","1"
"TPHV,110,重上,350,20230531,1","","12194839","0","","","111200","15","24400","22","1","1"
"TPSV,112,台上,1299,20231228,1","","16198278","20","220","7","16198278","15","2426409","22","1","1"
"TPSV,113,台上,484,20241017,1","","44480950","0","8","18","44480950","6","44480950","22","0","1"
"TPSV,110,台上,2463,20220519,1","","58439292","0","13","-5","31445000","21","4281056","27","1","1"
"TYDV,113,建,95,20250106,2","","2108500","12","100","18","70720","15","2108500","2","0","0"
"TPDV,105,建,348,20210129,2","","26250000","20","","","111200","15","21000","22","1","1"
"TPSV,111,台上,2150,20230420,1","","52070000","20","26","12","5686044","21","5686044","27","0","1"
"TPDV,114,建,28,20250815,1","","6759600","12","655","7","10320","15","4400","22","1","1"
"TPSV,111,台上,2622,20230330,1","","13642629","5","20","7","3514183","21","3514183","27","0","1"
"ILDV,107,建,7,20210330,1","","18000000","20","7","12","43387391","6","43387391","22","0","1"
"TCDV,111,建,16,20221018,1","","6968850","20","91","12","7476199","21","6341654","27","1","1"
"PCDV,112,訴,24,20230830,1","","2083250","20","11","7","1255250","6","576000","22","1","1"
"TCDV,109,建,141,20211207,1","","29066000","20","29","1","2810100","6","2810100","22","0","1"
"TCDV,112,建,13,20250410,1","","2587028","20","23","7","2767391","6","2409486","22","1","1"
"TYDV,111,建,118,20240131,1","","1175000","20","","","9529970","21","9520000","27","1","1"
"MLDV,112,建,22,20240329,1","","","","20","-5","","","3063560","6","1","0"
"TPDV,108,建,129,20210416,1","","37539852","-8","","","13002110","6","12631293","22","1","1"
"TYDV,111,建小,1,20220325,1","","848633","12","26","7","38600","15","38600","19","0","1"
