JID,decision_year,split,court,JTITLE,annotation_priority,manual_checked,relevance_score,actual_is_reduced,predicted_is_reduced,reduction_probability,classification_correct,actual_remaining_ratio,actual_reduction_rate,actual_bucket,mean_predicted_remaining_ratio,ridge_predicted_remaining_ratio,ridge_predicted_reduction_rate,ridge_predicted_bucket,ridge_abs_error,lasso_predicted_remaining_ratio,lasso_predicted_reduction_rate,lasso_predicted_bucket,lasso_abs_error,mean_abs_error,top_classification_toward_reduction,top_classification_toward_no_reduction,top_ratio_toward_less_reduction_ridge,top_ratio_toward_more_reduction_ridge,similar_case_count,similar_labeled_count,similar_labeled_reduced_count,similar_avg_remaining_ratio,top_similar_cases,similar_shared_terms,similar_snippet_digest,source_json_file,explanation_note
"TPDV,112,建,114,20250430,1",2025,test_2025,臺灣臺北地方法院民事,給付工程款等,96,ai_assumed,398,1,1,0.846197,1,0.913708,0.086292,小幅酌減,0.682156,0.690284,0.309716,中度酌減,0.2234,0.694852,0.305148,中度酌減,0.2189,0.2316,每日違約金(0.797; 值=2913484.833)；實際損害不明爭點(0.504; 值=0.000)；AI 提示：實際損害不明(0.504; 值=0.000),逾期天數(-0.290; 值=18.000)；業主已使用成果爭點(-0.156; 值=0.000)；AI 提示：業主已使用成果(-0.156; 值=0.000),逾期天數(0.061; 值=18.000)；業主已使用成果爭點(0.034; 值=0.000)；AI 提示：業主已使用成果(0.034; 值=0.000),主張違約金(log)(-0.063; 值=17.775)；實際損害不明爭點(-0.037; 值=0.000)；AI 提示：實際損害不明(-0.037; 值=0.000),5,4,4,0.3769,"#1 TPDV,107,建,250,20230331,1(2023, 臺灣臺北地方法院民事, score=0.9347)；#2 TPHV,111,建上,33,20231212,1(2023, 臺灣高等法院民事, score=0.9309)；#3 TPDV,103,建,430,20220531,1(2022, 臺灣臺北地方法院民事, score=0.928)；#4 TPSV,113,台上,692,20250612,1(2025, 最高法院民事, score=0.9222)；#5 TPHV,109,建上,7,20230913,2(2023, 臺灣高等法院民事, score=0.9195)",展延;工期;逾期;逾期違約金;違約金;遲延;可歸責;履約保證金;變更設計;酌減;過高;驗收,"#1 TPDV,107,建,250,20230331,1: 係以結算金額為計算基準，於結算前自無法計算，而估驗計 價款則屬暫付款性質，顯無從作為逾期違約金扣抵之標的， 是被告依約得扣抵者應僅限於驗收尾款，尚不及於估驗計價 款。況逾期違約金乃損害賠償額預定性之違約金，於系爭工 程竣工並交付被告前，要…；#2 TPHV,111,建上,33,20231212,1: 開工、107 年12月31日竣工，並於108年11月13日驗收合格，鐵道局應 給付伊如附表編號①至⑤所示直接工程費及管理費、編號⑥至⑧ 所示間接費用、編號⑨所示加值營業稅，及編號⑩至⑫所示其 他費用，共計新臺幣（下同）1795萬0675元…","02_輸入資料/法律課程資料庫-20260707T080337Z-3-001/法律課程資料庫/依年份分類/202504/臺灣臺北地方法院民事/TPDV,112,建,114,20250430,1.json",本列整合 AI 假設版標註、模型預測、模型特徵貢獻與 RAG 相似案例；正式報告前需回到原判決全文人工查核。
"TPHV,109,建上,85,20250422,1",2025,test_2025,臺灣高等法院民事,給付工程款,97,ai_assumed,370,1,1,0.66749,1,0.000189,0.999811,全免或近乎全免,0.682156,0.580197,0.419803,中度酌減,0.5800,0.574104,0.425896,中度酌減,0.5739,0.6820,業主已使用成果爭點(0.165; 值=1.000)；AI 提示：業主已使用成果(0.165; 值=1.000)；主張違約金(log)(0.107; 值=17.661),每日違約金(-0.149; 值=233962.575)；實際損害不明爭點(-0.124; 值=1.000)；AI 提示：實際損害不明(-0.124; 值=1.000),業主可歸責爭點(0.014; 值=1.000)；AI 提示：業主可歸責(0.014; 值=1.000)；實際損害不明爭點(0.009; 值=1.000),主張違約金(log)(-0.058; 值=17.661)；業主已使用成果爭點(-0.034; 值=1.000)；AI 提示：業主已使用成果(-0.034; 值=1.000),5,5,3,0.5388,"#1 TPHV,107,建上,38,20230221,1(2023, 臺灣高等法院民事, score=0.98)；#2 ULDV,113,建,3,20250620,2(2025, 臺灣雲林地方法院民事, score=0.9688)；#3 HLHV,111,建上更二,3,20230616,1(2023, 臺灣高等法院花蓮分院民事, score=0.9682)；#4 TNHV,109,建上更一,3,20210420,1(2021, 臺灣高等法院臺南分院民事, score=0.9589)；#5 TPDV,107,建,379,20211125,1(2021, 臺灣臺北地方法院民事, score=0.9561)",展延;工期;逾期;逾期違約金;違約金;遲延;可歸責;酌減;驗收;過高;變更設計;工程款,"#1 TPHV,107,建上,38,20230221,1: ,887）。 ㈤、有關附表一編號5違約金部分：伊施作工項雖與規定不符，然 對於系爭工程並無重大影響，減價收受即以為足，實無必要 扣罰伊按減價金額2倍計算之懲罰性違約金。又系爭契約第4 條第1項違約金之性質應為損害賠償總額預定，陽明交大辦 …；#2 ULDV,113,建,3,20250620,2: 事 由，卻將增加及延誤工期之不利益歸由原告承擔，顯非公平 ，被告就原告之處罰實屬不當，自應依民法不當得利之規定 返還原告違約金罰款551萬5,288元。退而言之，被告依系爭 契約第17條第4項之約定，以契約價金20％為上限處以原告逾 期違…","02_輸入資料/法律課程資料庫-20260707T080337Z-3-001/法律課程資料庫/依年份分類/202504/臺灣高等法院民事/TPHV,109,建上,85,20250422,1.json",本列整合 AI 假設版標註、模型預測、模型特徵貢獻與 RAG 相似案例；正式報告前需回到原判決全文人工查核。
"TPHV,107,建上,3,20250408,1",2025,test_2025,臺灣高等法院民事,給付工程款等,98,ai_assumed,306,1,1,0.574606,1,0.389254,0.610746,中度酌減,0.682156,0.870457,0.129543,小幅酌減,0.4812,0.811108,0.188892,小幅酌減,0.4219,0.2929,每日違約金(0.679; 值=2580433.778)；展延申請爭點(0.089; 值=1.000)；AI 提示：展延申請(0.089; 值=1.000),逾期天數(-0.304; 值=9.000)；AI 候選金額數(-0.171; 值=36.000)；業主已使用成果爭點(-0.156; 值=0.000),逾期天數(0.064; 值=9.000)；AI 候選金額數(0.063; 值=36.000)；業主已使用成果爭點(0.034; 值=0.000),主張違約金(log)(-0.026; 值=16.961)；展延申請爭點(-0.015; 值=1.000)；AI 提示：展延申請(-0.015; 值=1.000),5,1,1,0.7885,"#1 TPDV,109,建,201,20251016,1(2025, 臺灣臺北地方法院民事, score=0.9402)；#2 LCDV,109,重訴,3,20231227,1(2023, 福建連江地方法院民事, score=0.9383)；#3 TCDV,107,建,117,20210618,2(2021, 臺灣臺中地方法院民事, score=0.925)；#4 KSDV,108,建,83,20220517,1(2022, 臺灣高雄地方法院民事, score=0.9223)；#5 TPDV,107,建,335,20211229,2(2021, 臺灣臺北地方法院民事, score=0.9215)",展延;工期;逾期;違約金;遲延;可歸責;工程款;承攬;變更設計;過高;酌減;逾期違約金,"#1 TPDV,109,建,201,20251016,1: 皆未就遲延一事催告被 告，原告再再表現出其滿意被告之施工進度，且不認為被告 有任何可歸責之處需須給付違約金，被告對此亦產生信賴， 相信原告為被告並無可歸責之事由且無須給付違約金，詎於 系爭工程完結後，原告卻突然向被告主張須就遲延負責，原 …；#2 LCDV,109,重訴,3,20231227,1: 力義務為由，函被告依一 期工程契約第21條第(十二)款、民法第507條終止契約，有 無理由？ ㈡原告主張一期工程因追加邊坡工程及警衛室工程變更設計爭 議，應各予展延工期，有無理由？若有，應予展延工期至何 時？ ㈢被告主張一期工程逾工程期限…","02_輸入資料/法律課程資料庫-20260707T080337Z-3-001/法律課程資料庫/依年份分類/202504/臺灣高等法院民事/TPHV,107,建上,3,20250408,1.json",本列整合 AI 假設版標註、模型預測、模型特徵貢獻與 RAG 相似案例；正式報告前需回到原判決全文人工查核。
"ULDV,112,建,10,20250529,1",2025,test_2025,臺灣雲林地方法院民事,給付工程款,99,ai_assumed,343,0,1,0.674674,0,1,0,未酌減,0.682156,0,1,全免或近乎全免,1.0000,0,1,全免或近乎全免,1.0000,0.3178,AI 候選天數數(2.525; 值=0.000)；契約總價(log)(0.000; 值=16.166),展延申請爭點(-0.562; 值=0.000)；AI 提示：展延申請(-0.562; 值=0.000)；逾期天數(-0.317; 值=0.000),展延申請爭點(0.106; 值=0.000)；AI 提示：展延申請(0.106; 值=0.000)；逾期天數(0.067; 值=0.000),AI 候選天數數(-2.906; 值=0.000)；AI 候選金額數(-0.003; 值=30.000),5,0,0,,"#1 TCDV,107,建,88,20230131,3(2023, 臺灣臺中地方法院民事, score=0.8948)；#2 KSHV,108,建上,13,20220518,1(2022, 臺灣高等法院高雄分院民事, score=0.8911)；#3 HLDV,113,建,9,20251128,2(2025, 臺灣花蓮地方法院民事, score=0.856)；#4 KLDV,108,重訴,52,20210305,1(2021, 臺灣基隆地方法院民事, score=0.8419)；#5 TCDV,113,建,12,20250528,1(2025, 臺灣臺中地方法院民事, score=0.836)",過高;酌減;違約金;工程款;承攬;變更設計;驗收;契約變更;民法第252條;issue_partial_completion;公共工程;第252條,"#1 TCDV,107,建,88,20230131,3: 得依民法第496條規定對原告主張減價收受。被告未對原告 主張民法第514條第1項減少報酬請權，其於105年7月21日發 現系爭崁燈泛黃情形，則減少報酬請求權已因時效完成而消 滅。原告以前揭方式施作系爭崁燈，仍不免發生泛黃之情形 ，則就前後…；#2 KSHV,108,建上,13,20220518,1: 式阻止樺園公司請求返還系爭保證 金之停止條件成就，應依民法第101條第1項規定視為停止條 件已成就，都發局依系爭契約第14條第1項第6款、植栽說明 書五㈤約定，應退還沒收之系爭保證金96萬6,923元。縱認都 發局沒收系爭保證金為有理由，…","02_輸入資料/法律課程資料庫-20260707T080337Z-3-001/法律課程資料庫/依年份分類/202505/臺灣雲林地方法院民事/ULDV,112,建,10,20250529,1.json",本列整合 AI 假設版標註、模型預測、模型特徵貢獻與 RAG 相似案例；正式報告前需回到原判決全文人工查核。
"TNHV,113,建上,14,20250508,1",2025,test_2025,臺灣高等法院臺南分院民事,給付工程款,100,ai_assumed,321,0,1,0.55163,0,1,0,未酌減,0.682156,0.829489,0.170511,小幅酌減,0.1705,0.822107,0.177893,小幅酌減,0.1779,0.3178,承包商可歸責爭點(0.266; 值=0.000)；AI 提示：承包商可歸責(0.266; 值=0.000)；展延申請爭點(0.089; 值=1.000),逾期天數(-0.243; 值=48.000)；每日違約金(-0.206; 值=73820.375)；業主已使用成果爭點(-0.156; 值=0.000),主張違約金(log)(0.060; 值=15.081)；逾期天數(0.052; 值=48.000)；業主已使用成果爭點(0.034; 值=0.000),AI 候選金額數(-0.036; 值=27.000)；展延申請爭點(-0.015; 值=1.000)；AI 提示：展延申請(-0.015; 值=1.000),5,3,2,0.3627,"#1 TNHV,109,建上更一,3,20210420,1(2021, 臺灣高等法院臺南分院民事, score=0.9625)；#2 TPHV,110,建上,64,20220622,1(2022, 臺灣高等法院民事, score=0.9587)；#3 TPHV,111,建上,56,20230913,1(2023, 臺灣高等法院民事, score=0.9583)；#4 TCDV,110,建,142,20231222,1(2023, 臺灣臺中地方法院民事, score=0.9582)；#5 TPHV,109,建上,85,20250422,1(2025, 臺灣高等法院民事, score=0.9559)",過高;展延;工期;逾期;逾期違約金;違約金;可歸責;驗收;遲延;酌減;承攬;民法第252條,"#1 TNHV,109,建上更一,3,20210420,1: 予累計）。又系爭工程已於101年3月7日完成全部工程，被 上訴人以磁磚有一小部分貼附錯誤為由要求伊重新貼附，並 以重新貼附完成日即101年3月11日為停工日，致錯誤多計算 4天逾期工期。再被上訴人驗收期程亦不合理，致多認定逾 期22天。而…；#2 TPHV,110,建上,64,20220622,1: 與他案工程施作之施工介面重疊無法作業，應免計工期 2日，106年12月6、8、9、12、23、25、27日因施工現場落 石情形嚴重，影響施工人員安全，應免計工期7日。106年6 月2、3、10日累計降雨量逾50豪米以上，有高度落石崩塌危 …","02_輸入資料/法律課程資料庫-20260707T080337Z-3-001/法律課程資料庫/依年份分類/202505/臺灣高等法院臺南分院民事/TNHV,113,建上,14,20250508,1.json",本列整合 AI 假設版標註、模型預測、模型特徵貢獻與 RAG 相似案例；正式報告前需回到原判決全文人工查核。
"ULDV,113,建,3,20250620,2",2025,test_2025,臺灣雲林地方法院民事,給付工程款,101,ai_assumed,610,1,0,0.473205,0,0.29104,0.70896,大幅酌減,0.682156,0.915872,0.084128,小幅酌減,0.6248,0.895473,0.104527,小幅酌減,0.6044,0.3911,逾期天數(0.720; 值=668.000)；展延申請爭點(0.089; 值=1.000)；AI 提示：展延申請(0.089; 值=1.000),主張違約金(log)(-0.398; 值=11.459)；每日違約金(-0.232; 值=141.841)；AI 候選金額數(-0.171; 值=36.000),主張違約金(log)(0.225; 值=11.459)；AI 候選金額數(0.063; 值=36.000)；業主已使用成果爭點(0.034; 值=0.000),逾期天數(-0.146; 值=668.000)；展延申請爭點(-0.015; 值=1.000)；AI 提示：展延申請(-0.015; 值=1.000),5,5,2,0.6630,"#1 ULDV,113,建,10,20250630,1(2025, 臺灣雲林地方法院民事, score=0.9782)；#2 TPHV,107,建上,38,20230221,1(2023, 臺灣高等法院民事, score=0.9742)；#3 TPHV,109,建上,85,20250422,1(2025, 臺灣高等法院民事, score=0.9688)；#4 HLHV,111,建上更二,3,20230616,1(2023, 臺灣高等法院花蓮分院民事, score=0.9617)；#5 TYDV,109,建,32,20220408,1(2022, 臺灣桃園地方法院民事, score=0.9571)",酌減;過高;展延;工期;逾期;逾期違約金;違約金;遲延;工程款;變更設計;驗收;可歸責,"#1 ULDV,113,建,10,20250630,1: 元。而原告之所以工期遲延係可歸責於被告變更設 計、追加工程所致，是原告應將上開6,711,591元工程款給 付予原告。若鈞院認原告有遲延工期之情，因系爭工程變更 設計後之工程依系爭工程契約之約定，應由兩造協議工程， 惟被告片面決定工期長短…；#2 TPHV,107,建上,38,20230221,1: ,887）。 ㈤、有關附表一編號5違約金部分：伊施作工項雖與規定不符，然 對於系爭工程並無重大影響，減價收受即以為足，實無必要 扣罰伊按減價金額2倍計算之懲罰性違約金。又系爭契約第4 條第1項違約金之性質應為損害賠償總額預定，陽明交大辦 …","02_輸入資料/法律課程資料庫-20260707T080337Z-3-001/法律課程資料庫/依年份分類/202506/臺灣雲林地方法院民事/ULDV,113,建,3,20250620,2.json",本列整合 AI 假設版標註、模型預測、模型特徵貢獻與 RAG 相似案例；正式報告前需回到原判決全文人工查核。
"CHDV,111,建,48,20250619,1",2025,test_2025,臺灣彰化地方法院民事,給付工程款,102,ai_assumed,477,1,1,0.945335,1,0.170451,0.829549,大幅酌減,0.682156,0.67541,0.32459,中度酌減,0.5050,0.680281,0.319719,中度酌減,0.5098,0.5117,每日違約金(3.049; 值=9293000.100)；主張違約金(log)(0.162; 值=18.347)；展延申請爭點(0.089; 值=1.000),逾期天數(-0.302; 值=10.000)；業主已使用成果爭點(-0.156; 值=0.000)；AI 提示：業主已使用成果(-0.156; 值=0.000),逾期天數(0.064; 值=10.000)；業主已使用成果爭點(0.034; 值=0.000)；AI 提示：業主已使用成果(0.034; 值=0.000),主張違約金(log)(-0.089; 值=18.347)；每日違約金(-0.038; 值=9293000.100)；AI 候選金額數(-0.025; 值=28.000),5,5,5,0.3882,"#1 TNHV,110,建上,18,20251226,1(2025, 臺灣高等法院臺南分院民事, score=0.9575)；#2 HLHV,111,建上更二,3,20230616,1(2023, 臺灣高等法院花蓮分院民事, score=0.9478)；#3 TPHV,111,建上,33,20231212,1(2023, 臺灣高等法院民事, score=0.9474)；#4 TPHV,109,建上,7,20230913,2(2023, 臺灣高等法院民事, score=0.9456)；#5 TPHV,109,建上,85,20250422,1(2025, 臺灣高等法院民事, score=0.9456)",過高;展延;工期;逾期;逾期違約金;違約金;遲延;酌減;驗收;可歸責;公共工程;契約變更,"#1 TNHV,110,建上,18,20251226,1: 份有限公司00230工程採購投標須知（下稱工程採購投標須 知）第5條第㈢款、99年12月29日採購契約要項（下稱採購契 約要項）第48點第㈡款之規定，縱使上訴人有逾分期之進度 ，但未逾最後竣工期限，被上訴人應將已收取之違約金共計 2,31…；#2 HLHV,111,建上更二,3,20230616,1: 歸責於其之事由，然依系爭契約第18條第(一)、(六)、( 八)項及第7條第(三)項第1款(7)約定，此部分仍非屬上開 約定之展延工期事由，則其主張二指部就此部分不當扣罰 逾期違約金而應返還等語，均非可採。 ㈡基錮公司於本院更一審主張：本件…","02_輸入資料/法律課程資料庫-20260707T080337Z-3-001/法律課程資料庫/依年份分類/202506/臺灣彰化地方法院民事/CHDV,111,建,48,20250619,1.json",本列整合 AI 假設版標註、模型預測、模型特徵貢獻與 RAG 相似案例；正式報告前需回到原判決全文人工查核。
"ULDV,113,建,10,20250630,1",2025,test_2025,臺灣雲林地方法院民事,給付工程款,103,ai_assumed,308,0,1,0.755931,0,1,0,未酌減,0.682156,0.719819,0.280181,小幅酌減,0.2802,0.714354,0.285646,小幅酌減,0.2856,0.3178,實際損害不明爭點(0.504; 值=0.000)；AI 提示：實際損害不明(0.504; 值=0.000)；每日違約金(0.191; 值=1198498.393),逾期天數(-0.274; 值=28.000)；業主已使用成果爭點(-0.156; 值=0.000)；AI 提示：業主已使用成果(-0.156; 值=0.000),逾期天數(0.058; 值=28.000)；業主已使用成果爭點(0.034; 值=0.000)；AI 提示：業主已使用成果(0.034; 值=0.000),主張違約金(log)(-0.043; 值=17.329)；實際損害不明爭點(-0.037; 值=0.000)；AI 提示：實際損害不明(-0.037; 值=0.000),5,4,2,0.5728,"#1 ULDV,113,建,3,20250620,2(2025, 臺灣雲林地方法院民事, score=0.9782)；#2 TCHV,112,建上,55,20240918,1(2024, 臺灣高等法院臺中分院民事, score=0.9605)；#3 KSHV,109,建上更一,4,20241211,1(2024, 臺灣高等法院高雄分院民事, score=0.954)；#4 TPHV,107,建上,38,20230221,1(2023, 臺灣高等法院民事, score=0.9536)；#5 TPHV,109,建上,85,20250422,1(2025, 臺灣高等法院民事, score=0.9522)",酌減;過高;展延;工期;逾期;逾期違約金;違約金;遲延;工程款;變更設計;驗收;可歸責,"#1 ULDV,113,建,3,20250620,2: 事 由，卻將增加及延誤工期之不利益歸由原告承擔，顯非公平 ，被告就原告之處罰實屬不當，自應依民法不當得利之規定 返還原告違約金罰款551萬5,288元。退而言之，被告依系爭 契約第17條第4項之約定，以契約價金20％為上限處以原告逾 期違…；#2 TCHV,112,建上,55,20240918,1: 之管銷費用，及因未辦理驗收致未能起計保固 期等，均增加伊之費用及負擔，被上訴人無疑將長達400天 以上等候開工期間之成本及不可預見之風險，全數轉嫁予伊 承擔，顯失公平，並有違誠信。再被上訴人之營收損失應扣 除相關成本之淨利計算。系爭契約有…","02_輸入資料/法律課程資料庫-20260707T080337Z-3-001/法律課程資料庫/依年份分類/202506/臺灣雲林地方法院民事/ULDV,113,建,10,20250630,1.json",本列整合 AI 假設版標註、模型預測、模型特徵貢獻與 RAG 相似案例；正式報告前需回到原判決全文人工查核。
"TPHV,113,建上,46,20250610,1",2025,test_2025,臺灣高等法院民事,返還違約金,104,ai_assumed,285,1,1,0.799875,1,0.148816,0.851184,大幅酌減,0.682156,0.467167,0.532833,中度酌減,0.3184,0.549794,0.450206,中度酌減,0.4010,0.5333,業主可歸責爭點(0.521; 值=0.000)；AI 提示：業主可歸責(0.521; 值=0.000)；每日違約金(0.280; 值=1448894.429),逾期天數(-0.285; 值=21.000)；業主已使用成果爭點(-0.156; 值=0.000)；AI 提示：業主已使用成果(-0.156; 值=0.000),逾期天數(0.060; 值=21.000)；業主已使用成果爭點(0.034; 值=0.000)；AI 提示：業主已使用成果(0.034; 值=0.000),業主可歸責爭點(-0.098; 值=0.000)；AI 提示：業主可歸責(-0.098; 值=0.000)；AI 候選金額數(-0.091; 值=22.000),5,4,3,0.7314,"#1 ILDV,112,建,5,20240605,1(2024, 臺灣宜蘭地方法院民事, score=0.9707)；#2 TPDV,114,建,6,20250912,1(2025, 臺灣臺北地方法院民事, score=0.951)；#3 TPDV,109,建,376,20210528,1(2021, 臺灣臺北地方法院民事, score=0.9423)；#4 SCDV,113,建,6,20241231,1(2024, 臺灣新竹地方法院民事, score=0.9386)；#5 NTDV,110,建,8,20230327,1(2023, 臺灣南投地方法院民事, score=0.9362)",過高;酌減;工期;逾期;逾期違約金;違約金;展延;公共工程;民法第252條;issue_partial_completion;遲延;承攬,"#1 ILDV,112,建,5,20240605,1: 委員會）提出工期調解之聲請，於調解 過程中，兩造合意依公共工程委員會建議再展延工期77日曆 天而成立調解，系爭工程預定竣工日期變更為110年10月21 日中午12時，被告並按逾期日數，每日依契約價金總額1‰計 算，對原告計罰違約金3,45…；#2 TPDV,114,建,6,20250912,1: 元）。 ㈢縱依契約價金5092萬1424元計算違約131日，亦應考量建照核 准遲延、歷經候鳥度冬期無法進行結構工程，甚至受到疫情 影響，致建築人力、原物料短缺等非可歸責於原告事由，如 以原告違約131日為基準計算之逾期違約金為667萬70…","02_輸入資料/法律課程資料庫-20260707T080337Z-3-001/法律課程資料庫/依年份分類/202506/臺灣高等法院民事/TPHV,113,建上,46,20250610,1.json",本列整合 AI 假設版標註、模型預測、模型特徵貢獻與 RAG 相似案例；正式報告前需回到原判決全文人工查核。
"PCDV,113,訴,1122,20250731,1",2025,test_2025,臺灣新北地方法院民事,給付工程款,105,ai_assumed,305,1,0,0.122582,0,0.731229,0.268771,小幅酌減,0.682156,1,0,未酌減,0.2688,1,0,未酌減,0.2688,0.0491,契約總價(log)(0.163; 值=13.800),展延申請爭點(-0.562; 值=0.000)；AI 提示：展延申請(-0.562; 值=0.000)；逾期天數(-0.269; 值=31.000),主張違約金(log)(0.118; 值=13.800)；展延申請爭點(0.106; 值=0.000)；AI 提示：展延申請(0.106; 值=0.000),,5,0,0,,"#1 CYDV,113,建,27,20260324,2(2026, 臺灣嘉義地方法院民事, score=0.9723)；#2 TCHV,110,建上更一,24,20211229,1(2021, 臺灣高等法院臺中分院民事, score=0.9671)；#3 CHDV,111,建,44,20230427,1(2023, 臺灣彰化地方法院民事, score=0.9591)；#4 TPDV,114,建,167,20260424,1(2026, 臺灣臺北地方法院民事, score=0.956)；#5 TCDV,114,建,30,20260123,1(2026, 臺灣臺中地方法院民事, score=0.9544)",逾期;違約金;逾期違約金;過高;工期;遲延;酌減;工程款;承攬;驗收;可歸責;民法第252條,"#1 CYDV,113,建,27,20260324,2: 張違約金，惟原告就本件工程已完成15,242,582元 (含稅)，佔原約定工程款總價之81.03%(計算式：15,242,58 2÷18,810,225=0.8103)，故未完成部分僅佔原合約工程總價 之18.97%(計算式：1-0.81…；#2 TCHV,110,建上更一,24,20211229,1: 並得請求履行債務，或不履行之損害 賠償（最高法院110年度台上字第2572號判決參照）。 系爭合約第15條第2項已明載：「本逾期違約金為懲罰 性違約金」（詳原審卷第10頁反面），自堪認定上開逾 期違約金之性質，係以強制債務人履行為目的之懲…","02_輸入資料/法律課程資料庫-20260707T080337Z-3-001/法律課程資料庫/依年份分類/202507/臺灣新北地方法院民事/PCDV,113,訴,1122,20250731,1.json",本列整合 AI 假設版標註、模型預測、模型特徵貢獻與 RAG 相似案例；正式報告前需回到原判決全文人工查核。
"TPDV,114,建,6,20250912,1",2025,test_2025,臺灣臺北地方法院民事,返還不當得利,106,ai_assumed,421,1,1,0.815473,1,0.847212,0.152788,小幅酌減,0.682156,0.41474,0.58526,中度酌減,0.4325,0.520101,0.479899,中度酌減,0.3271,0.1651,業主可歸責爭點(0.521; 值=0.000)；AI 提示：業主可歸責(0.521; 值=0.000)；業主已使用成果爭點(0.165; 值=1.000),逾期天數(-0.245; 值=47.000)；每日違約金(-0.155; 值=216686.894)；實際損害不明爭點(-0.124; 值=1.000),逾期天數(0.052; 值=47.000)；主張違約金(log)(0.012; 值=16.136)；實際損害不明爭點(0.009; 值=1.000),業主可歸責爭點(-0.098; 值=0.000)；AI 提示：業主可歸責(-0.098; 值=0.000)；AI 候選金額數(-0.058; 值=25.000),5,3,3,0.3816,"#1 SCDV,113,建,6,20241231,1(2024, 臺灣新竹地方法院民事, score=0.9709)；#2 SLDV,112,建,44,20240924,1(2024, 臺灣士林地方法院民事, score=0.955)；#3 ILDV,111,建,5,20221215,1(2022, 臺灣宜蘭地方法院民事, score=0.9542)；#4 TPHV,111,建上,56,20230913,1(2023, 臺灣高等法院民事, score=0.9521)；#5 TPHV,113,建上,46,20250610,1(2025, 臺灣高等法院民事, score=0.951)",過高;酌減;展延;工期;逾期;逾期違約金;違約金;可歸責;遲延;公共工程;驗收;issue_partial_completion,"#1 SCDV,113,建,6,20241231,1: 連性，而就原請求之訴訟 及證據資料於相當程度範圍內具有同一性或一體性，在審理 時得加以利用，俾先後兩請求可在同一程序得加以解決，以 避免重複審理，庶能統一解決紛爭，用符訴訟經濟者即屬之 （最高法院96年台上第471號民事判決要旨參照）。原…；#2 SLDV,112,建,44,20240924,1: 工44日為由，扣款逾期違約金3,33 9,600元。然系爭工程逾期係有如附表「原告主張展延事由 」欄所示之不可歸責於原告之事由，依系爭契約第17條第5 項第5款及第13款，原告就不可歸責原告之事由得以申請展 延，原告並未逾期完工，被告扣款…","02_輸入資料/法律課程資料庫-20260707T080337Z-3-001/法律課程資料庫/依年份分類/202509/臺灣臺北地方法院民事/TPDV,114,建,6,20250912,1.json",本列整合 AI 假設版標註、模型預測、模型特徵貢獻與 RAG 相似案例；正式報告前需回到原判決全文人工查核。
"TCDV,110,建,45,20250912,2",2025,test_2025,臺灣臺中地方法院民事,給付工程款,107,ai_assumed,341,0,1,0.506232,0,1,0,未酌減,0.682156,0.898902,0.101098,小幅酌減,0.1011,0.816031,0.183969,小幅酌減,0.1840,0.3178,契約總價(log)(0.235; 值=12.743)；每日違約金(0.165; 值=1125219.316)；展延申請爭點(0.089; 值=1.000),逾期天數(-0.288; 值=19.000)；AI 候選金額數(-0.171; 值=36.000)；業主已使用成果爭點(-0.156; 值=0.000),AI 候選金額數(0.063; 值=36.000)；逾期天數(0.061; 值=19.000)；業主已使用成果爭點(0.034; 值=0.000),主張違約金(log)(-0.022; 值=16.878)；展延申請爭點(-0.015; 值=1.000)；AI 提示：展延申請(-0.015; 值=1.000),5,2,0,1.0000,"#1 TCDV,108,簡上,399,20210319,1(2021, 臺灣臺中地方法院民事, score=0.9635)；#2 KSDV,110,建,49,20230823,1(2023, 臺灣高雄地方法院民事, score=0.9554)；#3 PCDV,108,重訴,559,20250718,1(2025, 臺灣新北地方法院民事, score=0.9506)；#4 TCDV,109,建,56,20240607,1(2024, 臺灣臺中地方法院民事, score=0.948)；#5 TNHV,110,建上,3,20230511,1(2023, 臺灣高等法院臺南分院民事, score=0.9471)",展延;工期;逾期;違約金;遲延;可歸責;工程款;承攬;變更設計;逾期違約金;驗收;過高,"#1 TCDV,108,簡上,399,20210319,1: ，依系 爭承攬契約第16條第1款前段之約定，每日課以總價千分 之2之延遲違約金，即每日1,055元（52萬7500元2/1000 ＝1,055元），被上訴人應給付上訴人違約金總額為1萬58 25元（1,055元15＝1萬5825元）；…；#2 KSDV,110,建,49,20230823,1: 水量分別為5.5㎜、107.5㎜、10.5㎜、12㎜，一小時降水量最多分別為4㎜（下午6時）、35㎜（上午6時）、4㎜（下午8時）、8㎜（下午4時）。 ⑶判斷： 該期間依108年1月17日之施工進度表非屬要徑作業，本項次經鑑定不同意予以展…","02_輸入資料/法律課程資料庫-20260707T080337Z-3-001/法律課程資料庫/依年份分類/202509/臺灣臺中地方法院民事/TCDV,110,建,45,20250912,2.json",本列整合 AI 假設版標註、模型預測、模型特徵貢獻與 RAG 相似案例；正式報告前需回到原判決全文人工查核。
